id,date,winner_team,team1_player1_id,team1_player2_id,team2_player1_id,team2_player2_id,team1_score,team2_score
602,2024-11-28 06:28:00,Team 2,17,29,9,1,9,11
603,2024-11-28 12:29:00,Team 1,1,9,20,27,11,3
604,2024-11-28 06:35:00,Team 1,18,2,9,1,11,6
605,2024-11-28 06:38:00,Team 1,18,2,29,17,11,4
606,2024-11-28 06:41:00,Team 1,18,2,20,27,11,4
607,2024-11-28 06:45:00,Team 1,1,9,29,17,11,5
608,2024-11-28 06:48:00,Team 1,1,9,27,20,11,5
609,2024-11-28 06:54:00,Team 2,2,18,1,9,5,11
610,2024-11-28 06:58:00,Team 2,18,29,1,9,6,11
611,2024-11-29 06:23:00,Team 1,1,18,7,29,11,8
612,2024-11-29 06:24:00,Team 2,17,9,1,18,9,11
613,2024-11-29 06:29:00,Team 2,1,18,2,12,15,17
614,2024-11-29 06:39:00,Team 1,12,2,7,29,11,6
615,2024-11-29 06:43:00,Team 1,12,2,17,9,11,6
616,2024-11-29 06:46:00,Team 2,2,12,1,18,5,11
617,2024-11-29 06:49:00,Team 1,1,18,2,12,11,6
618,2024-11-29 06:52:00,Team 1,18,1,7,29,11,8
619,2024-11-29 06:53:00,Team 1,18,1,17,9,11,8
620,2024-11-29 07:00:00,Team 2,12,2,1,18,5,11
621,2024-12-02 06:25:00,Team 1,1,9,11,5,11,9
622,2024-12-02 06:30:00,Team 2,1,9,12,29,5,11
623,2024-12-02 06:36:00,Team 1,11,5,12,29,11,9
624,2024-12-02 06:39:00,Team 2,11,5,29,9,10,12
625,2024-12-02 06:43:00,Team 2,12,1,29,9,8,11
626,2024-12-02 06:47:00,Team 2,11,5,29,9,11,13
627,2024-12-02 06:54:00,Team 1,12,1,29,9,11,4
628,2024-12-02 06:54:00,Team 2,12,1,11,5,9,11
629,2024-12-02 06:57:00,Team 2,29,9,11,5,8,11
630,2024-12-04 06:19:00,Team 2,19,2,22,1,6,11
631,2024-12-04 06:24:00,Team 2,12,13,1,22,3,11
632,2024-12-04 06:29:00,Team 2,9,29,1,22,6,11
633,2024-12-04 06:34:00,Team 1,11,9,1,22,11,8
634,2024-12-04 06:38:00,Team 2,11,9,2,19,12,14
635,2024-12-04 06:41:00,Team 2,12,13,19,2,5,11
636,2024-12-04 06:46:00,Team 1,29,9,19,2,13,11
637,2024-12-04 06:49:00,Team 2,29,9,22,1,6,11
638,2024-12-04 06:53:00,Team 2,11,9,22,1,11,13
639,2024-12-04 06:58:00,Team 1,12,13,22,1,12,10
640,2024-12-06 06:18:00,Team 1,22,1,7,14,11,6
641,2024-12-06 06:23:00,Team 1,22,1,16,17,11,3
642,2024-12-06 06:32:00,Team 2,22,1,9,12,7,11
643,2024-12-06 06:35:00,Team 2,7,14,12,9,3,11
644,2024-12-06 06:37:00,Team 2,17,16,12,9,4,11
645,2024-12-06 06:41:00,Team 1,1,22,12,9,11,8
646,2024-12-06 06:44:00,Team 1,1,22,7,14,11,4
647,2024-12-06 06:49:00,Team 1,1,22,17,16,11,8
648,2024-12-06 06:53:00,Team 2,22,1,12,9,9,11
649,2024-12-06 06:56:00,Team 2,16,7,12,9,2,11
650,2024-12-10 06:21:00,Team 1,22,1,17,7,11,6
651,2024-12-10 06:30:00,Team 2,22,1,9,2,12,14
652,2024-12-10 06:35:00,Team 1,12,29,7,17,11,4
653,2024-12-10 06:39:00,Team 1,12,29,17,7,11,6
654,2024-12-10 06:44:00,Team 1,12,29,22,1,15,13
655,2024-12-10 06:48:00,Team 2,12,29,9,2,10,12
656,2024-12-10 06:49:00,Team 2,5,8,9,2,6,11
657,2024-12-10 06:56:00,Team 2,17,7,9,2,6,11
658,2024-12-12 06:20:00,Team 2,1,7,29,18,12,14
659,2024-12-12 06:28:00,Team 1,9,2,18,29,11,9
660,2024-12-12 06:33:00,Team 1,9,2,5,1,11,3
661,2024-12-12 06:34:00,Team 1,2,9,1,7,11,8
662,2024-12-12 06:37:00,Team 2,2,9,12,17,8,11
663,2024-12-12 06:40:00,Team 2,12,17,5,11,4,11
664,2024-12-12 06:43:00,Team 1,11,5,19,29,11,4
665,2024-12-12 06:50:00,Team 2,5,11,9,18,7,11
666,2024-12-12 06:54:00,Team 2,1,7,18,9,10,12
667,2024-12-12 06:58:00,Team 2,29,2,18,9,5,11
